class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,15.7537790001489,4.69792794919024,22.0705270157828,11.3924789182514,4.38855468011899,19.2594121803943,18.9153517019482,9.0452827667971,81.8171403313166,28.1548153954385,15.8246640000467,250.419990714375,44.4260018260656,11.3112998144044,127.945503491345,45.4899649091287,6.80833874618029,46.3534764827398,42.6294975582184,6.1344609030133,37.6316105705988
0,15.7334896783159,4.31631687453046,18.6305913613564,12.7451578365737,6.15344541023612,37.864890416756,18.0697405105427,11.0437489862613,121.964391671548,35.1648781481666,13.5523122069475,183.665166154577,43.6405244252518,10.5995701205741,112.350886740967,45.4068856490682,8.7797246804539,77.0835654645714,42.2791752373565,6.6675983320809,44.456867517968
0,14.1988170345996,4.87351413920116,23.7511400649937,10.8237216902429,4.52596053395665,20.4843187549332,25.8922798148755,13.8939823562493,193.042745715766,38.3774576550291,13.9687926403048,195.127167827832,48.8008881997275,9.50614468976214,90.3667868626929,48.1154955194476,6.03822468867515,36.4601573909262,43.8760574417915,4.27186062586285,18.2487932067974
0,14.092412838297,5.39258638082397,29.0799878746482,14.1359970762593,8.63472455919939,74.558468213241,20.080050458092,12.2871675052192,150.974485301314,29.4456175819207,14.8084873158966,219.291296585069,41.030649073905,12.4454099810195,154.88822959566,44.0248393031422,7.46093966433488,55.6656206748455,38.3693150108997,6.50717676953224,42.34334950994
0,13.5319506283828,3.7897338369214,14.362082554707,14.2814197797177,8.59709062004508,73.909967129267,25.3337644514687,12.7232864805558,161.882018866295,28.0375713834241,14.5220524256166,210.890006652357,43.0035314062394,12.097635882782,146.352793952375,42.3344931101689,11.3177957171031,128.092499894078,39.090653717473,8.36028177709224,69.8943113923805
0,15.7805220083343,5.15850927307384,26.6102179203888,16.3388162038407,8.16448586155618,66.6588293835508,23.6052966612821,12.6050726256587,158.887855898131,32.5995020694335,12.8380980641098,164.8167619037,43.4562098389199,10.6274777571211,112.943283478104,43.5859917888096,10.2939258491993,105.964909388813,40.7840513196875,8.34657905176132,69.665381867301
0,16.3240831979805,5.20679919540243,27.1107578612434,11.9042376302508,4.82748404112304,23.3046021672976,17.1293543890403,9.56907643355668,91.5672237912499,23.2722007957461,12.7920816632216,163.637353278532,45.9840107678458,8.43724985596935,71.1871851320548,45.3132966698574,8.75402775521022,76.6330019389908,42.2477231767043,7.72300310788476,59.6447770043977
0,15.1151297564033,5.02540700005615,25.2547155162133,12.4225037289523,6.75518439480164,45.6325162077716,28.2747496631058,13.9304051196376,194.056186797225,32.1974454277927,13.799430697928,190.424287586917,43.881433668051,10.8292355277833,117.272342116205,45.4190355622335,5.11359408025386,26.1488444176073,40.5230483058127,4.43355987020577,19.656453122699
0,15.4439720257162,5.97603762557083,35.7130257022383,12.9590127023241,6.40759908282472,41.0573260062162,25.4198281685715,13.6481228795752,186.271258135985,33.262930065282,14.5217903364366,210.882394575423,44.8946037868841,10.8956472133461,118.715128197697,45.4234558498734,7.77189260464502,60.4023146581359,40.5812252036417,6.29732593139751,39.6563138862515
0,14.4941883471423,4.64406875982849,21.5673746460149,12.1917988142222,5.6088754643915,31.4594839750529,22.2450942746411,12.2415643219538,149.855897048533,32.246346038741,15.2357714367648,232.128731273338,40.7880186768504,12.6758005652703,160.675919970506,46.5015267686542,5.9098021889144,34.9257619120974,41.6997991563651,4.41520278196456,19.4940156058676
