0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,-431.53177,101.71593,68.08384,45.871174,35.39653,28.351387,20.936893,14.890658,16.118296,19.720877,13.925862,3.7036812,0.09105273,1.2381413,3.1030335,5.854559,7.204236,6.6889744,7.4421244,7.7681403
0,-394.48196,91.88096,64.06618,43.13883,32.128426,24.270914,16.55393,12.215574,14.868274,18.729853,14.715925,6.127682,2.1868446,3.3813822,5.6604815,7.2625475,7.3117785,6.7445455,7.1587076,7.0129128
0,-417.98682,107.17922,73.280655,50.002747,36.51557,26.46427,18.353346,13.719645,16.19362,19.606865,11.677611,-2.0796819,-8.998527,-7.5464263,-1.6353927,4.8938975,7.8499103,7.227073,8.204524,9.740963
0,-431.36267,84.38872,54.75443,38.277855,30.193815,24.446798,18.597948,12.676268,13.6586075,17.999863,12.956908,5.1923666,3.878739,4.441869,4.4897366,5.7063217,6.5667167,5.4625497,5.3691573,5.509149
0,-426.56796,80.17772,59.427757,45.594856,36.32842,27.868681,20.784887,16.165195,16.82864,19.163746,14.745165,7.295863,4.8041186,5.3039656,5.684332,7.2276096,8.508301,7.8453717,7.823921,7.9078965
0,-437.07938,83.60382,59.04842,41.5505,32.412125,25.90813,19.625057,15.438252,16.68015,18.800194,14.046833,6.052889,2.5249026,3.1811085,5.442662,7.843529,8.19369,7.4759774,8.089145,8.302086
0,-408.83438,96.45858,66.69007,44.77662,32.377808,21.786184,11.8440695,7.8441534,13.041714,18.935081,14.372081,4.0866394,-0.27263555,1.5148641,4.244244,6.063385,5.9239907,4.9021726,5.29624,5.4674025
0,-425.94574,80.343185,56.811535,42.008698,34.1168,27.587051,21.092697,15.735586,15.553223,17.56383,13.195602,6.381981,4.6096344,4.952776,4.7416368,5.9874167,7.24643,6.8189306,6.89769,6.6962056
0,-424.70734,80.28506,55.35586,40.491856,31.707499,23.606836,16.722641,12.157465,13.455485,16.687263,12.226971,4.9914,3.5267577,4.236572,3.9060938,5.2101555,6.912065,6.2746797,5.741502,5.682428
0,-450.73703,94.76708,63.36066,45.21949,35.140347,26.92175,20.211388,14.855383,15.319709,18.380209,12.960589,4.3580804,1.8629718,2.466506,2.9661293,5.1015825,7.428077,7.1454916,7.4913564,8.271132
