class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
0,(222.94888+0j),(-111.46385+1.7473503j),(-0.043284964+0.657469j),(-0.025378034-2.2422225j),(0.13262014+0.16359599j),(-0.11152401+1.0554186j),(0.05107616-0.6157544j),(0.011117379+0.5134926j),(0.01178297-0.72982854j),(-0.08890369+0.5407798j),(0.060036074+0.043019786j),(-0.035111483-0.06994576j),(0.009764977-0.2058072j),(0.059242148+0.19620246j),(-0.10559816-0.116482444j),(0.1271189+0.16071446j),(-0.15143438-0.21358979j),(0.17403044+0.16115326j),(-0.1663202-0.088698044j),(0.12502046-0.0027976916j),(0.06896847+0.12848406j),(-0.1263691-0.3020007j),(-0.055319984+0.29994127j),(0.10691443-0.09771234j),(-0.07450336-0.020638993j),(0.07643334+0.10807552j),(-0.10352918-0.156537j),(0.10718028+0.16193675j),(-0.10130044-0.13496852j),(0.09030273+0.08357918j),(-0.0745919-0.030953897j),(0.05203829-0.015903644j),(0.0049000136-0.08611259j),(-0.02638671+0.21131174j),(0.01167204-0.22199526j),(-0.035070345+0.27327436j),(0.13875663-0.6149179j),(-0.24432395+0.6995968j),(-0.043442883-0.42053577j),(0.9494131+0.41414j),(-0.98013765-0.10125029j),(-0.08279019-0.381067j),(0.28300905+0.3898268j),(0.059272323-0.15932716j),(0.0070049367-0.0041148523j),(-0.12371416-0.020949878j),(0.1103363+0.051605586j),(-0.076556474-0.060142275j),(0.06058503+0.07533905j),(-0.07154177-0.038697056j),(0.103867024+0.027855413j),(-0.10052778-0.104808465j),(0.10900809+0.17362502j),(-0.11339049-0.22191203j),(0.121393956+0.22194763j),(-0.16740014-0.15078692j),(0.22683412+0.11836212j),(-0.19451772-0.050953124j),(0.056767248-0.0065448307j),(0.075075336+0.0032872437j),(-0.16841722-0.08090588j),(0.064103425+0.09368939j),(0.046861973+0.050257213j),(0.050575014-0.11272807j),(-0.10240798+0.035880916j),(0.049837854-0.0068940353j),(-0.03391575+0.035004284j),(0.07220659-0.029603345j),(-0.09348675+0.024921209j),(0.07372738-0.036670074j),(-0.053639222+0.019582735j),(0.07255821-0.009708723j),(-0.08436047+0.050299942j),(0.036659263-0.095124654j),(-0.060772184+0.055255853j),(0.17852853-0.014202682j),(-0.2792935+0.02433836j),(0.30483374+0.06595117j),(-0.03239107+0.011038956j),(-0.27588627-0.15593237j),(-0.025241852-0.14569129j),(0.3692409+0.3797634j),(-0.07384999-0.10493747j),(-0.14485322-0.10006146j),(-0.035222746-0.026569245j),(0.10976653+0.11470462j),(-0.039525293-0.06848745j),(0.011568079+0.036459155j),(-0.0032341226-0.023226881j),(0.012163871+0.025465682j),(-0.04304962-0.054129314j),(0.017731111+0.037325934j),(0.03461941+0.0136898j),(-0.033674683-0.019037135j),(0.016655209+0.009473921j),(0.025233319+0.026009027j),(-0.060555503-0.0627119j),(-0.00057750073+0.0028639857j),(0.057967454+0.059743673j),(-0.08526591-0.09330321j),(0.084552735+0.09193003j),(0.01442769+0.012295709j),(-0.054368723-0.04122933j),(-0.023517868-0.046810575j),(0.047358003+0.057166137j),(-0.0064276806-0.008501162j),(-0.0056191524+0.0041205906j),(-0.0067230836-0.01722608j),(0.004604642+0.007824423j),(0.0058140354+0.006856289j),(0.006168713+0.007791327j),(-0.02424214-0.02840321j),(0.002622719-0.0021194115j),(0.012761301+0.029278133j),(0.024000842+0.022082621j),(-0.026241496-0.09510876j),(0.050327394+0.15635201j),(-0.09683236-0.1199468j),(0.024267066-0.047195125j),(-0.017757142+0.07038277j),(0.13195577+0.10873993j),(-0.092815064-0.0970851j),(-0.054659825-0.10756237j),(0.05249021+0.08997547j),(0.05005383+0.031851083j),(-0.08515422-0.017984945j),(0.04861246+0.001085823j),(-0.009240371-0.005507471j),(0.003586979-0.0097012175j),(-0.010330993+0.013124094j),(0.02200837-0.018793203j),(-0.025998224+0.026265541j),(0.015948324-0.030977685j),(0.013668553+0.05436575j),(-0.041299157-0.039679762j),(0.043791868-0.03463703j),(-0.08781813+0.07547259j),(0.09552779-0.04567114j),(-0.03695404+0.010404867j),(0.019423543-0.003670124j),(-0.011057981+0.031828135j),(-0.028568545-0.06326123j),(0.047477286+0.033052504j),(0.008148524-0.017238848j),(-0.048105285+0.056341838j),(-0.016926114-0.05241014j),(0.052613568+0.01642905j),(0.02646697-0.028009005j),(-0.07315121+0.04549358j),(0.047034238-0.02896554j),(-0.040993065+0.002006158j),(0.04233511-0.004515245j),(-0.036767066+0.04782472j),(0.06612596-0.055936627j),(-0.03731077+0.008860655j),(-0.056728568+0.04773565j),(0.019360598-0.06429926j),(0.066373505+0.026234914j),(-0.04343678-0.0047774594j),(0.008691582+0.028990094j),(-0.0011536173-0.047238223j),(-0.01711355+0.015245243j),(0.037275523+0.008974509j),(-0.032233767+0.02518057j),(-0.016832389-0.032444473j),(0.016128205+8.654132e-05j),(0.075636625-0.0068858294j),(-0.09446736+0.027236814j),(0.031704508-0.016838152j),(-0.010466402+0.0035853682j),(0.010477242-0.0024570944j),(-0.009233168+0.0058644004j),(0.0121313585-0.0010937382j),(-0.023142269-0.0064921705j),(0.035159543+0.0018814073j),(-0.06922115+0.008524861j),(0.097640865-0.016750442j),(-0.016630474+0.010623307j),(-0.052634757-0.0021096363j),(0.008682452+0.006210156j),(0.014926995-0.0058177086j),(0.029038694-0.00026888523j),(-0.040257566+0.00059961114j),(-0.0061028837+0.0021373972j),(0.006619286+0.0005534158j),(0.048478425-0.004973305j),(-0.027608681+0.003827704j),(-0.05082121-0.000612782j),(0.03377719+0.0015548965j),(0.024519082-0.0028657033j),(-0.013663616+0.0015504475j),(-0.011397723-0.00047076558j),(0.013693425+0j)
0,(167.2238+0j),(-83.619995+3.5463355j),(-0.124226496-2.8602476j),(0.22865519-0.41955993j),(-0.17391083+1.9927046j),(0.21226178-0.9654981j),(-0.10727097-1.193351j),(-0.07389511+1.828163j),(0.07062397-0.92171973j),(-0.104892276+1.293765j),(0.10567896-1.4158931j),(0.013326658+0.100875065j),(-0.047472466+0.64786166j),(-0.10783973-0.4297659j),(0.28651989-0.87692934j),(-0.26788864+1.8467326j),(0.0774764-0.85154533j),(0.053642035-0.28909802j),(-0.19097652+0.37616208j),(0.2782436+0.042874318j),(-0.083643824-0.52327454j),(0.05163693+0.46032518j),(-0.1807681-0.09466759j),(0.031382486-0.050888814j),(0.21672586+0.048733424j),(-0.30166376+0.25418347j),(-0.07966264-0.5657907j),(0.67026323+0.31254232j),(-0.57302576+0.28194845j),(-0.03677216-0.43623915j),(0.2532564+0.42983517j),(0.073701255-0.8352488j),(-0.2819696+0.6072994j),(0.22095613-0.20810261j),(-0.11300131+0.34638652j),(-0.05515188-0.27237877j),(-0.02276806+0.4459911j),(0.2032675-0.5836368j),(-0.15750203+0.17655137j),(0.054627586+0.017433567j),(-0.04815667+0.012844349j),(0.01592694+0.10540113j),(0.025435735-0.27660087j),(0.20957391+0.27228093j),(-0.32227945-0.02037686j),(0.24353537-0.10591818j),(-0.38180825-0.026126409j),(0.35892555-0.11126853j),(0.12411415+0.38436493j),(-0.5603055-0.2568487j),(0.3684045-0.1275583j),(0.15059175+0.30669862j),(-0.36741737-0.06634579j),(0.27126542-0.20819664j),(-0.21965736+0.064730614j),(0.04019077+0.30853513j),(0.105546646-0.41424924j),(0.058019012+0.22379074j),(-0.059013173-0.10579788j),(-0.10426368+0.048278395j),(0.09139168+0.11176596j),(0.051537827-0.23813221j),(-0.006472074+0.19289352j),(-0.112214364+0.0038716644j),(0.17289226-0.079912156j),(-0.29563275-0.092395246j),(0.19734538+0.16060378j),(-0.05775953-0.09316143j),(0.09873253+0.097161554j),(-0.045946762-0.100301206j),(0.09377938+0.13253333j),(-0.19326533-0.11245672j),(0.10971092+0.003475376j),(-0.055813555+0.0066844565j),(0.077813886-0.004293567j),(0.02861031+0.11559101j),(-0.22840369-0.20691703j),(0.17010428+0.13640504j),(0.13482095+0.08784761j),(-0.2980619-0.18790048j),(0.20054023+0.037257068j),(-0.14376321-0.018371142j),(0.1205164+0.11398854j),(0.0022703183-0.0683348j),(-0.055263758-0.008819954j),(0.020748038+0.023932358j),(-0.08691095-0.086784445j),(0.21531402+0.19389519j),(-0.12753668-0.12908037j),(-0.013796226+0.006370251j),(0.021924345+0.010632848j),(-0.024236131-0.008260206j),(0.07121209+0.056610454j),(-0.07686473-0.06977017j),(0.01813373+0.013132349j),(0.009015247+0.011021167j),(-0.0051683346-0.0075986637j),(-0.053859524-0.052928846j),(0.11669783+0.11740293j),(-0.0628014-0.055213314j),(-0.035575148-0.04677227j),(0.046571173+0.06424795j),(-0.02505089-0.059484363j),(0.09289681+0.123364456j),(-0.1148152-0.109769486j),(0.0074509443-0.027179265j),(0.07921569+0.10626287j),(-0.058394585-0.061317578j),(-0.036769886-0.05208009j),(0.070871435+0.103373185j),(-0.02414384-0.07578085j),(0.064767495+0.119827084j),(-0.10070423-0.13748196j),(0.014524398+0.024665102j),(0.04641965+0.06148248j),(-0.024914892-0.057856392j),(-0.027371634-0.002828138j),(0.038831137+0.05550872j),(0.0050815986-0.048661903j),(-0.030866776+0.008564579j),(0.011846904+0.014923346j),(0.007154463-0.010902898j),(-0.016586836-0.012560023j),(0.006720977+0.006144978j),(-0.0605144-0.09176298j),(0.16873775+0.28556645j),(-0.092942566-0.23206514j),(-0.048590418+0.01211063j),(0.053722117+0.058703016j),(-0.037385978-0.03989086j),(0.088796504+0.13888493j),(-0.14162837-0.17511874j),(0.11061636+0.017793449j),(-0.034642912+0.039048582j),(-0.020630497-0.0009997674j),(0.02078777-0.022646409j),(0.0019241363+0.040042877j),(0.016312419-0.032214284j),(-0.032223497+0.0033175328j),(0.016203742+0.016766991j),(-0.0053631016-0.006222143j),(-0.0009666904-0.008647938j),(0.007405239+0.00585246j),(-0.01210941-0.0069708982j),(0.015288975+0.0272068j),(-0.0028532236-0.026156306j),(-0.0057685906+0.0024210943j),(0.02144505-0.00013833029j),(-0.06976541+0.021570895j),(0.06536146-0.015462789j),(-0.008370123-0.008946729j),(-0.014184288+0.011038506j),(0.005444361-0.008433815j),(0.036026303-0.0029277352j),(-0.04785585+0.031129098j),(0.026221469-0.057913795j),(-0.10384294+0.06539981j),(0.12960394-0.04176588j),(-0.031359963+0.009044877j),(-0.006854277+0.0009715213j),(0.0026944+0.005237262j),(0.001743616-0.007367151j),(-0.007064776+0.0082671605j),(0.0020405329-0.017640946j),(-0.008673923+0.01729787j),(0.020274745-0.006245143j),(0.010435433-0.003963233j),(-0.083276585+0.017304974j),(0.08477481-0.0062802923j),(-0.00557917-0.015316193j),(-0.03816698+0.017643603j),(0.021987129-0.02645523j),(-0.02726008+0.030255154j),(0.053361688-0.008750542j),(-0.023774868-0.015084123j),(-0.02580063+0.017105212j),(0.032913927-0.0070053264j),(-0.010665186+0.0032386354j),(0.0051921755-0.0013275176j),(-0.0041267015-0.0036131002j),(0.04610256+0.0017657505j),(-0.10515429+0.008933667j),(0.062404558-0.012322266j),(-0.016488865+0.0075269714j),(0.026072491-0.0018816994j),(0.005538977-0.0029499047j),(-0.08647278+0.0055242684j),(0.09349676-0.001695673j),(-0.008129447-0.003947158j),(-0.04420515+0.0031466016j),(0.029512038-0.0014297245j),(-0.040734142+0.0011192468j),(0.07199943+0j)
0,(174.67569+0j),(-87.350876-0.36807907j),(0.10674345+0.3343747j),(-0.19503267+1.1493784j),(0.118076675-2.728795j),(0.042302966+1.5650809j),(-0.06725534-0.3762398j),(-0.06224751+0.46827048j),(0.15286069-0.21549219j),(-0.090998426+0.16712098j),(-0.23034161-0.2582337j),(0.4630096-0.2936807j),(-0.3280103+1.1167084j),(0.28175172-0.7924879j),(-0.3332903+0.7032346j),(0.19734566-1.2199904j),(-0.029816821+0.71077216j),(0.07533902-0.8071217j),(-0.1354782+1.067627j),(-0.0010200447-0.30398473j),(0.0072945547-0.16337332j),(0.50126636+0.16651258j),(-0.6416591-0.77285874j),(-0.055800058+1.5860794j),(0.35874328-0.9343906j),(-0.19620834+0.19939277j),(0.1435737-0.25035277j),(-0.19325761+0.16598389j),(0.21911624-0.456598j),(0.036041792+0.6018553j),(-0.3279045-0.19184828j),(0.13306431-0.10397412j),(0.48104364+0.21934867j),(-0.61257213-0.2520707j),(0.15645541+0.19058846j),(0.012429991-0.079158835j),(0.04165616+0.006290669j),(0.18514897+0.06309462j),(-0.44404373-0.17426796j),(0.24041677+0.21509452j),(-0.09066922-0.16775975j),(0.18384102+0.100895256j),(-0.053697914-0.046429306j),(-0.09561387-0.017826607j),(0.03481232+0.20518993j),(0.13617423-0.30313307j),(-0.18166533+0.08057545j),(0.07704468+0.09312703j),(0.07061151-0.05203633j),(-0.084444374-0.07528241j),(-0.0092750825+0.23818041j),(-0.17683788-0.28295037j),(0.34447765+0.2464342j),(0.09495734-0.09316015j),(-0.779505-0.29535425j),(0.6386583+0.46881643j),(-0.079926044-0.29917294j),(0.08020931+0.13992435j),(-0.10298936-0.033732902j),(-0.08012044-0.049993213j),(0.13418642+0.117218554j),(-0.0065268804-0.1342956j),(-0.075182244+0.05730373j),(0.08810911-0.045767006j),(-0.015879065+0.16456065j),(-0.22852485-0.21830535j),(0.23458897+0.090699576j),(-0.18865538-0.051522434j),(0.3011552+0.16279164j),(-0.17705123-0.09065549j),(-0.023144336-0.030975735j),(0.012466599+0.08057807j),(0.04497632-0.15054773j),(0.040555336+0.14886467j),(-0.07212165-0.14835684j),(-0.21294712+0.006956734j),(0.5129164+0.3133466j),(-0.30576688-0.30981532j),(0.053507917+0.14289837j),(-0.12469307-0.11382469j),(0.06996535+0.021346552j),(0.11302017+0.11081315j),(-0.16517846-0.12625638j),(0.040898718+0.013469738j),(0.067491464+0.06449286j),(-0.07160999-0.05785482j),(-0.1703037-0.15192857j),(0.4619632+0.39725488j),(-0.302964-0.2463388j),(0.23099892+0.19133705j),(-0.34392723-0.31101617j),(0.12497163+0.1220085j),(0.09730329+0.08544179j),(-0.094161905-0.08942979j),(0.049893204+0.050359152j),(-0.0836208-0.08355046j),(0.06959165+0.068402335j),(-0.0139016835-0.012446957j),(0.0043070633+0.011300307j),(-0.0010124954-0.030202106j),(0.10810535+0.14272112j),(-0.16471025-0.18391077j),(0.0805624+0.09232768j),(-0.10771493-0.12588595j),(0.10841196+0.14040521j),(0.036802478+0.016825909j),(-0.13743794-0.14621076j),(0.09541008+0.08729807j),(0.07567075+0.1283963j),(-0.19654416-0.21081445j),(0.15034859+0.05571627j),(-0.08299468-0.0068308422j),(0.08751385+0.030051446j),(-0.0708273+0.05438878j),(-0.01143831-0.09911635j),(0.020196123+0.07157361j),(0.007766844-0.050567795j),(0.019868825+0.05550246j),(-0.009501626-0.043762363j),(0.04538546+0.09754254j),(-0.07423633-0.14284436j),(0.010279535+0.0883726j),(-0.029457927-0.09410955j),(0.08571004+0.07292254j),(-0.0617554+0.019555131j),(0.0060544647-0.034686103j),(0.034926433-0.0014698956j),(-0.081089415-0.07527247j),(0.13150823+0.16580376j),(-0.11676004-0.04744349j),(0.028189363-0.088511296j),(0.07471645+0.052988995j),(-0.120277375+0.011818485j),(0.09622589+0.04405972j),(-0.07672596-0.05154338j),(0.06485065-0.012908769j),(-0.024724066+0.0050948984j),(0.006961596+0.007816236j),(-0.03744557-0.072787255j),(0.07573399+0.122892804j),(-0.06476824-0.022499565j),(-0.004402914-0.09902972j),(0.027242497+0.09833567j),(0.00047171782-0.05841982j),(0.030285982+0.08535357j),(-0.08562447-0.048561443j),(0.07680964-0.025738016j),(-0.010433329+0.01570135j),(-0.04201479+0.0066444683j),(0.046029374+0.031982776j),(-0.072506286-0.04642941j),(0.11854276-0.017718421j),(-0.06271892+0.034072064j),(-0.06817394+0.011410557j),(0.11434488-0.038381375j),(-0.041698024+0.0248934j),(-0.01297332-0.0041108048j),(0.016005527+0.015685292j),(-0.004506763-0.036765635j),(-0.025929984+0.019964656j),(0.031153405+0.030676259j),(-0.072089896-0.03193732j),(0.12328723-0.021218367j),(-0.059651423+0.036738094j),(-0.0129674515-0.014039498j),(0.012822787+0.008964273j),(-0.027821675-0.015390103j),(0.094534844-0.0057482286j),(-0.092582986+0.015973225j),(0.0066699963+0.0023851928j),(0.034725286-0.0065496904j),(-0.023406025-0.004419142j),(0.016572133+0.0059567858j),(-0.02852518-0.0040842704j),(0.0022776944+0.01993241j),(0.09141805-0.028017044j),(-0.11659091+0.035220735j),(0.006202031-0.03737707j),(0.09151832+0.010308806j),(-0.07450293-0.00855858j),(0.009467598+0.022784613j),(0.007890129-0.00507091j),(-0.013436691-0.01587557j),(0.13470516+0.0060811876j),(-0.20998676+0.007716639j),(0.07070373+0.0036658307j),(0.0628588-0.009122595j),(-0.057043564+0.0060107457j),(0.05694276-0.0069888323j),(-0.13197812+0.0053627975j),(0.09984183-0.002803349j),(-0.030661786+0.0009765425j),(0.03734512+0j)
0,(227.06317+0j),(-113.537766+1.7323536j),(0.013490815-0.83755755j),(0.002455769+0.26228845j),(-0.014499283-0.028891338j),(-0.010244037-0.022526482j),(0.015657518-0.34865296j),(-0.01244299+0.56500256j),(0.042547014-0.5875981j),(-0.047772955+0.4432362j),(0.019625252-0.13327037j),(-9.184014e-05+0.0015377634j),(-0.0014567478-0.1061952j),(-0.07655415+0.24630818j),(0.11815878-0.55331147j),(0.024400804+0.54533535j),(-0.10433908-0.2045179j),(0.05461485+0.05335263j),(-0.05556021+0.042006865j),(0.06321645-0.05404254j),(-0.014462458-0.035826337j),(-0.008181645+0.11506914j),(0.019661793-0.20217165j),(-0.093985274+0.2785272j),(0.07027501-0.30573446j),(0.044866692+0.17085715j),(-0.06854317-0.012511058j),(0.0119676385+0.20689623j),(0.08284322-0.43621534j),(0.016024744-0.20797572j),(-0.20285022+0.86913747j),(0.17825407-0.6627083j),(-0.2140538+0.31796104j),(0.26056165-0.17829889j),(-0.07079369+0.14951055j),(-0.07216352-0.033806518j),(0.030741664-0.017641852j),(0.019877208-0.028389884j),(-0.1292583+0.028341379j),(0.18266688-0.10729821j),(-0.04722028+0.14804876j),(-0.0044202097-0.09875151j),(-0.028948596+0.11133882j),(0.05267772-0.20701651j),(-0.06534508+0.17563695j),(0.027102528+0.011780648j),(-0.05557097-0.121626824j),(0.06645735+0.076599136j),(0.020754032-0.028108895j),(-0.05122554+0.051010467j),(0.00087427115-0.031629704j),(0.04321066+0.042546798j),(-0.063121-0.05922831j),(0.13391209+0.013184923j),(-0.1542127-0.05043256j),(0.07344987+0.08859688j),(-0.05224984-0.056989852j),(0.12607025+0.09158076j),(-0.188756-0.11894107j),(0.058302924+0.009330257j),(0.11473823+0.15272176j),(-0.101910904-0.18399227j),(0.09388399+0.04109498j),(-0.22151677+0.0020159667j),(0.20960307+0.04452652j),(-0.0604229-0.034814745j),(-0.017481279+0.039912898j),(0.107783504+0.014728232j),(-0.050430268-0.06780897j),(-0.10034983+0.02485942j),(0.102274664+0.02154429j),(-0.084807985-0.03548311j),(0.09672423+0.043328695j),(-0.12420817-0.08325378j),(0.10304253+0.09813384j),(-0.013718219-0.028064048j),(-0.00077583554-0.03314604j),(-0.04541324+0.009611126j),(0.02785766+0.007678478j),(0.006098024-0.00074742123j),(-0.007856005+0.0007677713j),(0.04539428+0.030699959j),(-0.026920447-0.018275002j),(-0.051923983-0.028446184j),(0.04403391+0.015446589j),(-0.0054435395+0.012552728j),(0.021783324-0.0026941132j),(-0.034247823-0.0018336973j),(-0.0010553162-0.03191311j),(0.030388892+0.042164862j),(0.021111915+0.023934511j),(-0.07722103-0.07464675j),(0.057570875+0.0512559j),(0.00795691+0.007055055j),(-0.04283064-0.03822973j),(0.020839669+0.019196244j),(0.0012843809+0.0027509716j),(-0.025628109-0.028935501j),(0.0026969274+0.0050977645j),(0.036724523+0.034836363j),(0.007230979+0.009131415j),(-0.01950799-0.015208365j),(-0.03439057-0.05153063j),(0.011802356+0.03740127j),(0.056250196+0.037084747j),(-0.037731126-0.028291926j),(-0.018456766-0.026009707j),(0.031520013+0.042204436j),(-0.014434143-0.023143504j),(-0.012406704-0.0045498586j),(0.0037890628+0.002037125j),(0.010056087-0.008703057j),(-0.010525508+0.0032089676j),(0.014907625+0.025789965j),(-0.005156569-0.017185757j),(0.015083218+0.02414004j),(-0.03033954-0.050243177j),(0.03626272+0.060061682j),(-0.055702567-0.06474388j),(0.052297+0.05406876j),(-0.014017698-0.027326202j),(-0.010102998+0.023335079j),(0.008164188-0.033094507j),(-0.0010952585+0.013749673j),(0.0053821793+0.00064169406j),(-0.016775148-0.014833273j),(0.02240272+0.027556555j),(-0.016152479-0.0041028433j),(-0.027935259-0.025245577j),(0.049523316+0.053348448j),(-0.012885008-0.080735534j),(0.0011120328+0.052380826j),(-0.009012595+0.0308411j),(-0.01066333-0.0653722j),(0.0417938+0.055051528j),(-0.04453338-0.045038883j),(0.019293366+0.018775335j),(-0.0033321772-0.008367538j),(0.012856153+0.00373244j),(-0.023044419-0.010394652j),(0.014306178+0.024805093j),(-0.00059597834-0.008252076j),(-0.01315907-0.0038755632j),(-0.0022158632+0.0041120774j),(0.023867775-0.009209194j),(-0.014498263+0.00014142934j),(-0.0022077598+0.018967055j),(0.019740833-0.021473452j),(-0.031512633+0.010477726j),(0.04189263-0.0066916174j),(-0.04506915+0.0054777446j),(0.033954374-0.01118098j),(-0.020085612+0.011770392j),(0.004085929+0.0024608437j),(-0.0020670807+0.001716805j),(0.0111828195-0.011407068j),(-0.00531903+0.015867276j),(-0.0045976676-0.013867212j),(-0.007890145-0.006816045j),(0.035041504+0.009239225j),(-0.061385192+0.018956816j),(0.05741225-0.024754006j),(-0.028388014+0.0031089233j),(0.016912377-0.0034666266j),(0.011247411+0.010907084j),(-0.044006445-0.0031499276j),(0.038512513-0.002645237j),(-0.022442538+0.0045613954j),(0.011006411+0.0008229892j),(-0.0106876725-0.005392924j),(0.016198255+0.004703701j),(-0.004643469-0.0020878525j),(-0.015390542-0.0011432752j),(0.0120105455-0.0021529337j),(0.00057767+0.007550613j),(-0.011410194-0.008099865j),(0.029557317+2.1234651e-05j),(-0.02859427+0.0038902517j),(0.01980087-0.0012663321j),(-0.013732433+0.0030134765j),(-0.0031079322-0.0024183446j),(0.004482914+0.0020767006j),(0.0067976625-0.003339663j),(-0.014794321+0.0015743941j),(0.019040942-0.0011804603j),(-0.01561385+0.0016777809j),(0.011495865-0.0007503737j),(-0.008603636-0.0007717577j),(-0.0069347913+0.0014632276j),(0.021714933-0.00042017284j),(-0.0011584287-0.001206299j),(-0.0029452674+0.0014348786j),(-0.014329137+0j)
