0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2418.1807,2261.2092,265.84958,92.12805,47.325405,18.656492,46.599686,73.289246,19.102526,59.015682,32.893185,43.44252,77.4841,79.738846,30.411972,26.372633,10.389326,21.892197,35.161472,25.675293
0,1819.6825,1984.6593,428.43234,161.72638,85.529236,59.88168,109.41758,121.95182,39.034397,34.082012,21.55086,34.878613,61.01697,48.94027,18.308321,16.584421,10.71574,11.116254,15.696375,12.952145
0,1748.8376,1287.1837,67.32605,15.179021,10.713812,25.368334,58.205166,82.252754,24.596872,49.29025,21.806696,61.386486,98.80379,85.20458,21.049469,25.601398,18.757372,24.271835,65.806885,28.623919
0,3814.225,3398.5024,503.1695,132.46774,49.314163,33.161808,65.75988,93.29286,38.22415,73.55939,29.698029,52.311893,71.52948,63.088078,26.610834,22.54786,14.589438,14.348409,21.37005,15.755304
0,2272.1987,2093.229,286.84793,43.253254,9.673169,19.025492,49.295925,83.92892,18.007717,70.90709,21.252415,49.72993,39.462597,20.465708,10.795807,6.8611417,8.666387,14.1540165,34.312138,21.562798
0,2076.1191,2277.4841,482.0528,140.97961,54.255848,21.019392,40.340916,55.29891,14.855178,45.051563,22.438368,49.21045,95.624535,67.89722,23.351065,13.665563,6.127244,7.00998,12.848988,12.005757
0,1761.83,1944.456,375.24448,67.28583,36.506226,64.79431,144.08957,150.08217,35.850044,65.06493,27.403263,44.276825,62.75747,35.441486,15.049671,11.726024,12.214722,19.33107,27.5549,20.97374
0,2673.0374,2517.7307,319.8204,68.526955,22.733244,20.279736,53.157387,85.17912,23.591156,44.578876,20.42201,39.04673,42.014114,34.606518,17.445637,22.073908,10.562291,15.007952,19.31232,11.434031
0,3023.7725,2791.7737,428.7831,108.04052,35.549828,52.966995,127.60922,145.49806,41.4514,42.008026,20.995098,66.18713,54.065514,46.790535,25.16447,19.439266,21.084435,10.739334,33.668037,19.80413
0,3254.044,2596.572,257.5329,90.225395,43.340164,31.134605,52.64499,92.9322,37.219326,35.158566,16.499016,62.748978,62.094353,54.330498,31.350328,25.776014,9.6104,19.382769,29.040506,13.070318
0,2563.8694,2407.2192,360.89273,136.38998,65.41902,18.423792,39.601006,68.82608,26.240068,41.358627,16.725573,35.534798,38.698578,40.47396,13.861639,11.109516,7.116851,7.809161,18.560085,14.809661
0,2115.794,1724.0684,141.30818,42.517162,24.574944,37.498474,89.628494,132.08318,46.01411,37.126476,18.858343,64.11791,124.55356,144.84863,24.766056,15.700495,17.35716,17.966642,39.226086,23.787712
0,2140.8025,2249.7124,400.78806,91.916725,35.39395,23.06456,60.539673,92.075485,16.418901,49.526154,21.781153,30.818918,31.360727,32.15097,12.117188,10.752527,6.2575855,6.5500684,11.361494,7.790327
0,7568.9473,5036.9033,367.8541,82.31055,36.408318,100.38531,253.84935,345.98718,109.451866,141.74298,44.603306,205.40839,173.67319,105.66976,56.97029,46.45034,27.990416,32.018944,78.60794,31.20868
0,3570.63,2504.6309,372.25003,243.53564,167.79651,61.99687,169.61806,153.92245,48.964966,67.42123,30.296509,60.963398,104.75579,87.088234,23.868433,21.718872,10.611793,16.886396,34.566853,20.876959
0,1414.8298,989.846,110.86273,286.88394,139.14734,20.157843,81.19417,70.93668,37.339222,39.692673,16.733849,29.23226,57.57309,43.354706,14.020375,21.21009,13.785403,29.426792,48.04215,32.068474
0,5720.591,4175.1494,272.77292,97.93322,59.250774,62.788998,122.462234,224.15233,113.477295,91.370255,52.590885,132.14983,72.844345,106.3796,50.80044,39.977253,20.554996,15.238009,38.669098,27.122522
0,3326.5298,2875.4358,290.09207,48.201252,14.738753,12.923995,43.519836,81.433174,17.360136,59.64012,20.251661,80.01624,106.30839,82.490326,31.320219,10.525634,9.8713665,13.477903,32.004673,14.507647
0,3795.8152,3477.1377,475.0225,159.4445,78.33715,34.782032,83.92675,125.362434,49.1921,67.20989,28.775682,62.797607,42.64259,40.527996,21.793808,21.070505,14.091716,13.063439,32.065914,17.214842
0,2038.6205,1891.028,223.91148,61.029297,27.469124,18.18054,44.721485,71.05157,17.48511,72.343605,39.13948,42.32028,67.961205,57.746563,24.947083,21.374054,9.43541,11.916539,21.959473,13.037697
0,3845.6946,3658.537,642.7781,168.76248,84.25755,83.27678,175.84558,214.60857,59.25474,101.42819,38.88041,114.0401,168.83522,129.01442,42.190388,26.33543,19.220043,17.098768,25.743662,17.829416
0,1920.9603,1362.6227,133.15796,207.61714,124.44749,23.518488,76.19247,150.94249,74.948875,42.103855,31.26268,73.82067,28.412119,42.162785,16.748898,19.295736,21.086569,11.908196,19.806627,19.76158
0,2921.6116,2265.7795,144.97382,69.53714,42.135826,53.051483,121.391975,161.88324,42.021782,60.41775,28.551613,68.61986,63.8953,76.13881,22.951744,16.907234,19.782633,20.072895,44.64532,24.13656
0,1043.2444,1271.7538,305.22015,46.89867,10.619604,23.170736,69.02083,67.21145,10.285475,40.7559,22.836973,13.811602,34.448944,24.565174,8.661978,6.179487,4.8443594,10.093291,21.215475,22.438381
0,3015.2705,2708.474,422.63647,125.17716,59.67922,45.597717,94.35151,110.70213,39.918705,39.34476,22.624462,54.166748,66.070435,49.644547,25.592768,18.320658,7.448555,7.7801647,18.6008,12.538585
0,2190.8936,2224.436,337.45312,60.527767,16.60832,17.718206,48.251293,69.731926,10.514681,50.571636,16.693771,34.019447,42.027027,24.883444,11.91096,9.847823,5.1005425,14.083883,30.525518,21.426563
0,2288.1638,2308.978,461.28293,139.54555,45.475338,21.335676,39.85027,64.88956,27.749323,26.195751,10.468766,52.0876,41.530224,34.34577,19.429045,11.196403,16.202528,6.5558805,12.521748,9.180491
0,3974.827,3593.6287,379.54,76.297775,42.767693,70.50296,162.91353,185.42065,55.812435,76.91258,37.44413,66.08373,59.041122,46.752598,28.811054,30.598965,16.940708,10.827271,32.27122,14.808828
0,1748.8455,986.3598,180.02429,241.37,139.55304,28.803406,59.354675,90.14877,54.865448,49.90708,21.371403,35.692062,32.519722,39.862553,12.296211,13.18125,18.87566,15.016465,11.596307,9.896308
0,3053.6575,2811.5327,413.42267,110.09282,37.86199,17.447958,22.071157,39.948044,16.40595,38.51174,14.8004,62.757282,75.9396,55.9122,30.698278,10.5442095,9.198341,10.754286,15.23509,9.146127
0,3996.6682,3143.724,349.19324,87.10298,37.349545,73.43465,199.2892,219.6606,76.07999,64.17069,51.344822,98.216805,105.47656,124.61959,42.508083,24.489435,32.356117,13.229199,33.007687,16.971378
0,6611.3223,3313.0767,588.43665,871.3827,736.2596,141.03043,320.62473,304.31406,176.50461,139.64354,56.696198,106.711174,103.27729,76.47363,43.261616,52.42954,41.58917,23.995396,78.48827,23.472221
0,4160.318,2479.1604,290.5224,372.07532,249.45233,54.922165,82.03895,132.2622,85.00599,89.44954,48.09254,75.19234,119.8131,92.32337,37.63717,29.851456,17.60177,17.99475,38.293648,25.031975
0,4292.2236,3528.5889,206.81375,58.911484,30.032839,36.07563,98.31553,173.65509,61.019703,64.944725,20.466526,106.454994,64.45081,40.76434,30.26809,10.6937,9.067435,10.432245,23.921528,25.635185
0,5988.474,2698.9177,154.27853,137.91534,74.39651,48.91695,144.20337,195.35649,122.8157,97.23146,66.77476,64.43755,81.41813,127.7255,27.28492,53.924454,28.121214,21.647741,91.53504,33.59978
0,2263.8066,2247.8977,374.16266,81.96506,21.859394,29.068933,103.897575,131.44205,17.418383,65.34804,18.429235,53.618675,40.870094,32.67523,12.488534,5.1618867,9.327619,6.8482876,19.342329,12.219109
0,3105.9868,2741.5095,296.8025,75.1504,31.626392,33.697224,87.35938,163.97415,49.273426,51.970978,17.028673,60.231907,53.910007,71.37594,17.041645,20.731327,4.773181,12.987211,25.265268,15.102195
0,3083.688,2685.4202,538.6834,303.0445,147.73306,40.614544,97.41704,109.269905,52.537052,46.22796,24.213339,64.31651,57.834435,48.488552,26.496656,19.902912,9.037527,7.0393453,11.947091,18.127106
0,4365.085,3736.213,346.82782,57.929974,16.907028,24.24413,72.60529,111.36457,28.240753,60.94016,21.774456,83.97222,84.6782,66.87971,38.659504,14.710578,7.5769677,20.041006,33.297153,13.171355
0,3094.1147,2857.1423,446.99738,79.38393,26.984402,35.92533,81.234985,109.36563,25.01519,72.23913,28.104738,72.959045,113.29519,80.25998,27.039162,15.447955,12.897394,14.602465,28.054895,19.961748
0,3635.1655,2891.1228,292.23416,100.71974,49.216763,56.393173,135.62321,166.46176,58.384945,54.59773,28.782051,75.935265,52.51961,53.700993,27.069862,20.509495,17.027771,19.635733,48.412186,23.002588
0,4753.5386,4061.4766,460.32086,100.38349,30.33653,34.374737,92.719795,164.07622,60.340073,75.99387,24.32801,104.416435,88.90463,82.370316,23.522194,19.542131,25.930761,16.46994,29.295527,17.665401
0,3563.4668,2818.2402,672.0186,247.59637,130.24132,64.26562,37.243942,34.090736,27.246857,47.480156,13.206915,19.26773,50.27843,29.587835,5.5312495,21.5643,4.621106,7.418248,18.968763,14.893831
0,1419.7279,1822.0251,583.8947,171.94551,61.84461,34.18095,59.582447,63.16863,11.879707,31.11341,15.414421,14.952482,29.375734,28.216122,9.134223,5.72781,3.9424348,6.4447427,9.727949,10.308857
